"chapter_id","scene_id","subsection","sequence","record_type","speaker","delivery_mode","text","background","environment","bgm","sfx","time_cue","direction","audio_direction"
"CH03","Scene03","書いていない記録","3","dialogue","直人","","「前は五時十二分。その前は五時九分……滞在は、どちらも一時間前後」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","ホテル出口を見たまま","継続"
"CH03","Scene03","書いていない記録","4","dialogue","直人","","「出てからコンビニまで、歩いて二分」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","コンビニへ視線を移す","継続"
"CH03","Scene03","書いていない記録","5","narration","","","離れた位置で聞いていた菊池は、直人がメモを見ていないことに気づいた。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","菊池を遠めに表示","継続"
"CH03","Scene03","書いていない記録","6","narration","","","予測した時刻を数分過ぎて、ホテルの扉が開いた。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","ホテル出口へ視線を誘導","継続"
"CH03","Scene03","書いていない記録","7","narration","","","一人の女性が外へ出る。直人はすぐには動かず、女性とコンビニの両方が見える位置に留まった。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","対象は遠景で処理","継続"
"CH03","Scene03","書いていない記録","8","dialogue","菊池","","「追わなくていいんですか」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","直人の横から小声で尋ねる","継続"
"CH03","Scene03","書いていない記録","9","narration","","","直人は先ほどの男だと気づき、わずかに身構えた。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","菊池を見る","継続"
"CH03","Scene03","書いていない記録","10","dialogue","直人","","「……今までと同じなら、先にあのコンビニへ行くと思います」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","声を抑えて答える","継続"
"CH03","Scene03","書いていない記録","11","dialogue","菊池","","「今までと同じなら？」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","ホテルとコンビニを見る","継続"
"CH03","Scene03","書いていない記録","12","dialogue","直人","","「前は、ホテルを出た後に消臭スプレーと汗拭きシートを買っていました」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","対象から目を離さない","継続"
"CH03","Scene03","書いていない記録","13","dialogue","直人","","「店を出てから身体と服に使って、それから帰る方向へ。二度、同じ動きがありました」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","短く説明する","継続"
"CH03","Scene03","書いていない記録","14","dialogue","菊池","","「臭いを消すためだと？」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","断定せず確認する","継続"
"CH03","Scene03","書いていない記録","15","dialogue","直人","","「その可能性はあります。でも、本人に聞いたわけではありません」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","小さく首を振る","継続"
"CH03","Scene03","書いていない記録","16","dialogue","直人","","「だから、今回はどちらへ行くか見ます」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","通りへ視線を戻す","継続"
"CH03","Scene03","書いていない記録","17","narration","","","女性は一度立ち止まり、やがてコンビニの方へ歩き始めた。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","対象がコンビニ方向へ移動","BGMを維持"
"CH03","Scene03","書いていない記録","18","dialogue","直人","","「向かいました。ただ、ここから先は今回の記録です」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","メモを開く","継続"
"CH03","Scene03","書いていない記録","19","narration","","","直人は入店時刻を書き、出口が見える位置を保った。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","記録動作","継続"
"CH03","Scene03","書いていない記録","20","narration","","","女性が店から出る。その手にある商品は、以前と同じ物ではなかった。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","商品は特定しすぎず遠景表示","継続"
"CH03","Scene03","書いていない記録","21","dialogue","直人","","「今日は違う」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","メモへ書き足す","継続"
"CH03","Scene03","書いていない記録","22","dialogue","菊池","","「コンビニへ行くところまでは合っていましたよ」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","直人の記録を見る","継続"
"CH03","Scene03","書いていない記録","23","dialogue","直人","","「でも、買った物は違います。次も同じ動きをするとは限りません」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","差分を記録する","継続"
"CH03","Scene03","書いていない記録","24","narration","","","当たった部分を喜ぶより先に、直人は過去との相違を一行にまとめた。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","メモの差分欄を示す","継続"
"CH03","Scene03","書いていない記録","25","narration","","","菊池の関心は、記憶の量ではなく、その使い方へ移っていた。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","菊池の静かな観察","BGMの音数を少し減らす"
"CH03","Scene03","書いていない記録","26","dialogue","菊池","","「仕事が一区切りしたら、少しだけ話を聞かせてもらえますか」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","穏やかに申し出る","継続"
"CH03","Scene04","洞察の根拠","1","narration","","","観察を終えた直人は、便利屋へ送る報告をまとめてから菊池へ向き直った。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","二人を表示","観察BGMを低く継続。夕方の交通音"
"CH03","Scene04","洞察の根拠","2","dialogue","直人","","「探偵事務所の方なんですか」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","わずかに警戒する","継続"
"CH03","Scene04","洞察の根拠","3","dialogue","菊池","","「菊池です。先ほど、なぜそう判断したのか気になって。少し聞いてもいいですか」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","穏やかに名乗る","継続"
"CH03","Scene04","洞察の根拠","4","dialogue","直人","","「全部、前に見たことです」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","短く答える","継続"
"CH03","Scene04","洞察の根拠","5","dialogue","菊池","","「コンビニへ寄ったのは、毎回ですか」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","質問を一つに絞る","継続"
"CH03","Scene04","洞察の根拠","6","dialogue","直人","","「いいえ。僕が確認した三回のうち二回です。寄らなかった日もあります」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","メモを開かず答える","継続"
"CH03","Scene04","洞察の根拠","7","dialogue","菊池","","「今日も寄る、と言い切らなかったのはそのためですね」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","直人の答えを確かめる","継続"
"CH03","Scene04","洞察の根拠","8","dialogue","直人","","「はい。傾向は手掛かりになりますけど、今日の事実ではないので」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","通りを振り返る","継続"
"CH03","Scene04","洞察の根拠","9","dialogue","菊池","","「コンビニへ向かったことと、買った物が違ったことは、分けて見ているんですね」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","観察の整理を確かめる","継続"
"CH03","Scene04","洞察の根拠","10","dialogue","直人","","「行動が変わったのか、今日は目的が違ったのか。次に見る材料が増えた、と考えます」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","差分欄を示す","継続"
"CH03","Scene04","洞察の根拠","11","dialogue","菊池","","「予測が外れた部分も、そのまま残すと」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","理解を示す","継続"
"CH03","Scene04","洞察の根拠","12","dialogue","直人","","「買う物まで同じだと思っていたなら、そこは外れです。記録は実際に見た方へ直します」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","率直に答える","継続"
"CH03","Scene04","洞察の根拠","13","narration","","","菊池は直人のメモではなく、答える時の間を見ていた。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","菊池を中心に表示","BGMの音数を減らす"
"CH03","Scene04","洞察の根拠","14","dialogue","菊池","","「観察していない日の帰宅時刻は分かりますか」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","未確認情報を問う","継続"
"CH03","Scene04","洞察の根拠","15","dialogue","直人","","「分かりません。依頼を受けた時間しか見ていないので」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","即座に答える","継続"
"CH03","Scene04","洞察の根拠","16","dialogue","菊池","","「推測で埋めないんですね」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","わずかに表情を和らげる","継続"
"CH03","Scene04","洞察の根拠","17","dialogue","直人","","「後から、自分でもどこまで見たか分からなくなるのが嫌なんです」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","記録を整える","継続"
"CH03","Scene04","洞察の根拠","18","dialogue","菊池","","「それは、調査では大切な区別です」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","静かに評価する","BGMを穏やかに戻す"
"CH03","Scene04","洞察の根拠","19","narration","","","直人は、粗探しをされていたのではないと気づき、肩の力を少し抜いた。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","直人の警戒を和らげる","継続"
"CH03","Scene04","洞察の根拠","20","dialogue","菊池","","「今は、便利屋の仕事を中心に？」","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","歩き出す前に尋ねる","継続"
"CH03","Scene04","洞察の根拠","21","narration","","","二人は商店街の流れを避け、探偵事務所の方角へゆっくり歩き始めた。","assets/images/backgrounds/BG_CH3_HOTEL_CONVENIENCE_EVENING.png","","","","","夕方の通りへ通常遷移","街音を少し前へ"
"CH03","Scene05","名刺一枚","1","dialogue","直人","","「修理や運搬、留守宅の確認……その日ごとに違います。決まった仕事ではありません」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","BGM_CH3_DETECTIVE_OFFICE","","","菊池と並んで歩く","静かな日常BGM。夕方の街音"
"CH03","Scene05","名刺一枚","2","dialogue","菊池","","「今日のような確認も多いんですか」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","前を見たまま尋ねる","継続"
"CH03","Scene05","名刺一枚","3","dialogue","直人","","「時々です。今日は出入りの時刻を見るだけでした。尾行や、建物の中へ入る依頼ではありません」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","担当範囲を説明する","継続"
"CH03","Scene05","名刺一枚","4","dialogue","菊池","","「あの記録の取り方も、便利屋の指示で？」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","直人の書類を見る","継続"
"CH03","Scene05","名刺一枚","5","dialogue","直人","","「いえ、自分で始めました」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","小さく首を振る","継続"
"CH03","Scene05","名刺一枚","6","dialogue","直人","","「あとで聞かれた時、覚えていることと、自分が考えたことが混ざらないように」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","メモを抱え直す","継続"
"CH03","Scene05","名刺一枚","7","dialogue","菊池","","「なるほど」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","短くうなずく","継続"
"CH03","Scene05","名刺一枚","8","narration","","","事務所の建物が見えるところで、菊池は足を止めた。","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","建物を遠景に表示","継続"
"CH03","Scene05","名刺一枚","9","dialogue","菊池","","「お名前を伺っても？」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","名刺入れへ手を添える","継続"
"CH03","Scene05","名刺一枚","10","dialogue","直人","","「直人です」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","菊池を見る","継続"
"CH03","Scene05","名刺一枚","11","dialogue","菊池","","「直人君。観察を仕事として試すことに興味があるなら、三日後に一度、事務所へ来ませんか」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","名刺を差し出す","継続"
"CH03","Scene05","名刺一枚","12","narration","","","名刺には、菊池探偵事務所の名と連絡先が簡潔に記されていた。","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","名刺を短く表示","継続"
"CH03","Scene05","名刺一枚","13","dialogue","直人","","「仕事を、ということですか」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","名刺を受け取る","継続"
"CH03","Scene05","名刺一枚","14","dialogue","菊池","","「採用の約束ではありません。条件を説明したうえで、危険性の低い仕事を一度、有償で手伝ってもらいたいと思っています」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","言葉を区切って伝える","継続"
"CH03","Scene05","名刺一枚","15","dialogue","直人","","「今日のことで、そこまで決めたんですか」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","驚きと警戒","継続"
"CH03","Scene05","名刺一枚","16","dialogue","菊池","","「決めてはいません。だから、仕事の中で確かめます。直人君も、こちらを見て決めてください」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","穏やかに答える","継続"
"CH03","Scene05","名刺一枚","17","narration","","","直人は名刺と、目の前の事務所を見比べた。","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","直人の手元と表情を示す","BGMを少し控える"
"CH03","Scene05","名刺一枚","18","dialogue","直人","","「……考えてみます、菊池さん」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","敬語で短く答える","継続"
"CH03","Scene05","名刺一枚","19","dialogue","菊池","","「ええ。来ないという選択でも構いません」","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","軽く会釈する","継続"
"CH03","Scene05","名刺一枚","20","narration","","","二人はそこで別れた。直人の手元には、一枚の名刺だけが残った。","assets/images/backgrounds/BG_CH3_URBAN_STREET_EVENING_SUNSET.png","","","","","直人と名刺を短く映して暗転","日常BGMをゆっくりフェード"
"CH03","Scene06","三日後の試用","1","direction","","","三日後","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","","時間経過を表示後、午後の事務所へ切り替える","落ち着いた作業BGM。小さな空調音"
"CH03","Scene06","三日後の試用","2","narration","","","約束の時刻より少し前、直人は菊池探偵事務所の扉を開けた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","","","","直人を入口に表示","継続"
"CH03","Scene06","三日後の試用","3","dialogue","直人","","「こんにちは。先日の件で来ました」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","","","","少し緊張して挨拶する","継続"
"CH03","Scene06","三日後の試用","4","dialogue","菊池","","「こんにちは、直人君。来てくれてありがとうございます」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","","","","落ち着いて迎える","継続"
"CH03","Scene06","三日後の試用","5","narration","","","菊池は案件の資料を開く前に、薄い説明書類を直人の前へ置いた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","","","","応接机を表示","継続"
"CH03","Scene06","三日後の試用","6","dialogue","菊池","","「正式採用を決める前に、しばらく試用という形でお願いします。今日はその最初の一日です。もちろん、有償です」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","","","","試用と報酬条件を一度だけ説明する","継続"
