"chapter_id","scene_id","subsection","sequence","record_type","speaker","delivery_mode","text","background","environment","bgm","sfx","time_cue","direction","audio_direction"
"CH05","Scene06","小さな出来事","8","narration","","","和彦は便箋を袋へ戻し、机から目を離さずに時刻を待った。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","簡潔な時間経過",""
"CH05","Scene06","小さな出来事","9","direction","","","午後三時","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","時刻表示",""
"CH05","Scene06","小さな出来事","10","narration","","","時計の表示が変わった直後、机の端に置いたボールペンがわずかに動いた。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","現象の開始",""
"CH05","Scene06","小さな出来事","11","direction","","","ボールペンが机から落ちる。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","実音は要求しない",""
"CH05","Scene06","小さな出来事","12","narration","","","和彦は椅子に座ったまま、床のボールペンを見つめた。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","長めの間",""
"CH05","Scene06","小さな出来事","13","dialogue","和彦","","「……落ちた」","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","恐怖を抑えた声",""
"CH05","Scene06","小さな出来事","14","narration","","","時計は午後三時を示している。周囲には、ボールペンへ触れた者はいなかった。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","確認可能な範囲だけを示す",""
"CH05","Scene06","小さな出来事","15","narration","","","便箋そのものへ向けた命令では何も変わらなかった。対して、ボールペンは書いた時刻に落ちた。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","二つの結果を対比",""
"CH05","Scene06","小さな出来事","16","dialogue","和彦","","「同じじゃない」","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","便箋を見る",""
"CH05","Scene06","小さな出来事","17","narration","","","偶然かもしれない。だが、無視するには出来すぎていた。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","一度の結果で断定しない",""
"CH05","Scene06","小さな出来事","18","dialogue","和彦","","「書き方か、内容か……何か条件があるのか」","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","可能性に留める",""
"CH05","Scene06","小さな出来事","19","narration","","","何が条件なのかまでは分からない。今の一度だけでは、便箋が起こしたとも言い切れなかった。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","完全理解を避ける",""
"CH05","Scene06","小さな出来事","20","narration","","","家族を心配させないために一人で始めたはずなのに、もう見なかったことにはできなかった。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","人物転換を示す",""
"CH05","Scene06","小さな出来事","21","narration","","","和彦は便箋を袋へ戻し、仕事用の鞄へしまった。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","鞄を閉じる",""
"CH05","Scene06","小さな出来事","22","narration","","","気味が悪い。それでも、このまま放っておけないという思いが恐怖の中に残っていた。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","恐怖を残した人物変化",""
