"chapter_id","scene_id","subsection","sequence","record_type","speaker","delivery_mode","text","background","environment","bgm","sfx","time_cue","direction","audio_direction"
"CH06","Scene01","残った結果","11","dialogue","同僚男性","","「メールも見たけど、あいつ自分が何をしても許されると思ってる」","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","手を強く握る","継続"
"CH06","Scene01","残った結果","12","dialogue","同僚男性","","「このままだと、俺は何をするか分からない」","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","危害内容は示さない","継続"
"CH06","Scene01","残った結果","13","dialogue","和彦","","「証拠はあるのか？とりあえず落ち着け。」","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","はっきり制止する","継続"
"CH06","Scene01","残った結果","14","dialogue","同僚男性","","「じゃあ、黙ってろっていうのか」","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","和彦を見る","継続"
"CH06","Scene01","残った結果","15","dialogue","和彦","","「そうじゃない。ここは俺に任せてくれないか。」","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","冷静さを保つ","継続"
"CH06","Scene01","残った結果","16","narration","","","同僚が去った後も、和彦の中には上司への怒りだけが残った。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","デスクへ戻す","継続"
"CH06","Scene01","残った結果","17","narration","","","他人には思いとどまれと言えた。自分はまだ冷静だと、和彦は思っていた。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","鞄へ視線を移す","継続"
"CH06","Scene01","残った結果","18","narration","","","鞄の中には、古い便箋が入っていた。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","鞄を示す","継続"
"CH06","Scene01","残った結果","19","narration","","","午後三時に落ちたボールペンを思い出す。偶然では片づけにくい結果だった。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","第五章の結果を短く参照","継続"
"CH06","Scene01","残った結果","20","narration","","","直接手を出さずに、上司のしたことだけを明るみに出せるのではないか。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","便箋を取り出す","継続"
"CH06","Scene01","残った結果","21","dialogue","和彦","","「隠してる方が悪いんだ」","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","自分へ言い聞かせる","継続"
"CH06","Scene01","残った結果","22","narration","","","和彦は周囲に人がいないことを確かめ、便箋の余白へペンを置いた。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","手元へ寄る","継続"
"CH06","Scene01","残った結果","23","document","","","上司が女性社員へ送った不適切なメールのやり取りが、社内で明るみに出ている。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","加筆内容を独立表示","継続"
"CH06","Scene01","残った結果","24","narration","","","命令ではなく、そうなっている状況を書いた。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","文章を残す","継続"
"CH06","Scene01","残った結果","25","narration","","","何も起きない可能性もある。それでも和彦は、便箋を鞄へ戻して手放さなかった。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","鞄を閉じる","継続"
"CH06","Scene01","残った結果","26","direction","","","――","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","短い暗転","BGMをフェードアウト"
"CH06","Scene02","事故の後に残ったもの","1","direction","","","同じ頃・菊池探偵事務所","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","時間関係を表示","BGM_CH3_YAMAZOE_REQUEST.mp3を開始"
"CH06","Scene02","事故の後に残ったもの","2","narration","","","机の上には、確認できた事実、聞き取った話、山添の父の推測が分けて置かれていた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","三つの資料群を示す","継続"
"CH06","Scene02","事故の後に残ったもの","3","narration","","","1988年の事故記録と所有記録を重ねると、当時の山荘所有者が山添の父だったことが分かる。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","年代を照合","継続"
"CH06","Scene02","事故の後に残ったもの","4","dialogue","直人","","「亡くなった二人のうち、一人は山添さんのお父さんの姪です」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","公的記録を示す","継続"
"CH06","Scene02","事故の後に残ったもの","5","dialogue","菊池","","「第三者が関わった痕跡は確認されず、事故として処理されている」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","結論欄を確認","継続"
"CH06","Scene02","事故の後に残ったもの","6","dialogue","山添","","「父が、あの川を気にするようになった理由の一つだと思います」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","記録へ目を落とす","継続"
"CH06","Scene02","事故の後に残ったもの","7","narration","","","山添の父のメモは事故の結論を覆していない。ただ、事故後も川の状態を調べ続けていた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","手書きメモへ寄る","継続"
"CH06","Scene02","事故の後に残ったもの","8","dialogue","菊池","","「怪異を証明しようとした記録ではありませんね」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","メモを戻す","継続"
"CH06","Scene02","事故の後に残ったもの","9","dialogue","山添","","「父も、何があったのか分からなかったんだと思います」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","静かに答える","継続"
"CH06","Scene02","事故の後に残ったもの","10","narration","","","同じ年の資料束には、公的記録とは紙質の違う雑誌の切り抜きが挟まっていた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","別資料を取り出す","継続"
"CH06","Scene02","事故の後に残ったもの","11","document","","","DOC_CH6_1988_WHITE_WOMAN_MAGAZINE_FEATURE.png","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","1988年ゴシップ雑誌を中央表示","継続"
"CH06","Scene02","事故の後に残ったもの","12","narration","","","記事には、川辺で白い服の女性を見たという複数の話が並んでいた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","記事全体を読める時間だけ保持","継続"
"CH06","Scene02","事故の後に残ったもの","13","narration","","","若い宿泊客、川釣りの男性、夏休み中の別の利用者。目撃場所は似ていたが、記者自身は女性を確認していない。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","全文は読み上げない","継続"
"CH06","Scene02","事故の後に残ったもの","14","dialogue","直人","","「悲しげな視線……後の記録に出てくる特徴と似ています」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","見出しから本文へ視線を移す","継続"
"CH06","Scene02","事故の後に残ったもの","15","dialogue","菊池","","「似ています。ただ、同じ女性を見た証拠にはならない」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","雑誌と公的記録を離す","継続"
"CH06","Scene02","事故の後に残ったもの","16","dialogue","直人","","「この記事だけで、事故まで疑うのは早いですね」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","二つの資料を見る","継続"
"CH06","Scene02","事故の後に残ったもの","17","dialogue","菊池","","「ええ。確認された事故と、未確認の目撃談は分けて見ます」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","分類を維持","継続"
"CH06","Scene02","事故の後に残ったもの","18","narration","","","山荘は山添の父の死後、一度家の手を離れ、後に山添が買い戻していた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","所有経緯を短く再確認","継続"
"CH06","Scene02","事故の後に残ったもの","19","dialogue","山添","","「父から直接受け継いだわけではありません。それでも、この資料は残っていました」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","資料束を示す","継続"
"CH06","Scene02","事故の後に残ったもの","20","narration","","","雑誌の目撃地点と、山添の父が事故後に残した河川確認の記録には、同じ川辺が現れていた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","位置情報を並べる","継続"
"CH06","Scene02","事故の後に残ったもの","21","dialogue","菊池","","「現地で位置関係を見ましょう」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","地図を取る","継続"
"CH06","Scene02","事故の後に残ったもの","22","direction","","","菊池と直人は山荘へ向かう事にした","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_YAMAZOE_REQUEST","","day","短い暗転","BGMをフェードアウト"
"CH06","Scene03","川を見る小屋","1","direction","","","山荘付近の川辺・日中","assets/images/backgrounds/川辺/BG_CH1_RIVERSIDE_FAMILY_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","川辺へ通常切替。環境音ENV_CH1_RIVERSIDE_SUMMER.mp3を開始","BGM_CH3_OBSERVATION.mp3を開始"
"CH06","Scene03","川を見る小屋","2","narration","","","菊池は雑誌の切り抜きに添えられた簡単な地図と、現在の川辺を見比べた。","assets/images/backgrounds/川辺/BG_CH1_RIVERSIDE_FAMILY_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","川と山荘の位置を示す","継続"
"CH06","Scene03","川を見る小屋","3","dialogue","菊池","","「目撃場所は、この辺りに集中しています」","assets/images/backgrounds/川辺/BG_CH1_RIVERSIDE_FAMILY_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","川沿いを示す","継続"
"CH06","Scene03","川を見る小屋","4","dialogue","山添","","「正確な位置までは分かりません。記事も、かなり大まかです」","assets/images/backgrounds/川辺/BG_CH1_RIVERSIDE_FAMILY_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","地図を見る","継続"
"CH06","Scene03","川を見る小屋","5","narration","","","川から山荘を見上げると、木々の間に建物の一部が見えた。","assets/images/backgrounds/川辺/BG_CH1_RIVERSIDE_FAMILY_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","山荘との距離を示す","継続"
"CH06","Scene03","川を見る小屋","6","dialogue","直人","","「川から山荘は見える。でも、どの場所からでも同じように見えるわけじゃない」","assets/images/backgrounds/川辺/BG_CH1_RIVERSIDE_FAMILY_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","視線を動かす","継続"
"CH06","Scene03","川を見る小屋","7","narration","","","直人は川下へ目を向けたまま、返事が一瞬遅れた。","assets/images/backgrounds/川辺/BG_CH1_RIVERSIDE_FAMILY_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","短い間","継続"
"CH06","Scene03","川を見る小屋","8","dialogue","菊池","","「何か気になりますか」","assets/images/backgrounds/川辺/BG_CH1_RIVERSIDE_FAMILY_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","直人を見る","継続"
"CH06","Scene03","川を見る小屋","9","dialogue","直人","","「前に、似た造りの場所を見た気がして」","assets/images/backgrounds/川辺/BG_CH1_RIVERSIDE_FAMILY_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","それ以上は話さない","継続"
"CH06","Scene03","川を見る小屋","10","narration","","","菊池は追及せず、資料に記された小屋へ視線を移した。","assets/images/backgrounds/川辺/BG_CH1_RIVERSIDE_FAMILY_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","小屋の方向を示す","継続"
"CH06","Scene03","川を見る小屋","11","direction","","","簡易観測小屋","assets/images/backgrounds/BG_CH6_RIVERSIDE_OBSERVATION_HUT_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","背景を切替","継続"
"CH06","Scene03","川を見る小屋","12","narration","","","小屋の窓からは、水位と川の濁りを確認できた。","assets/images/backgrounds/BG_CH6_RIVERSIDE_OBSERVATION_HUT_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","室内と川を示す","継続"
"CH06","Scene03","川を見る小屋","13","dialogue","山添","","「事故の後、父が川の状態を見るために設けたそうです」","assets/images/backgrounds/BG_CH6_RIVERSIDE_OBSERVATION_HUT_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","設備を示す","継続"
"CH06","Scene03","川を見る小屋","14","dialogue","菊池","","「怪異を見張るためではなく、安全確認のためですね」","assets/images/backgrounds/BG_CH6_RIVERSIDE_OBSERVATION_HUT_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","記録と設備を照合","継続"
"CH06","Scene03","川を見る小屋","15","dialogue","山添","","「はい。増水や濁りを気にしていたと聞いています」","assets/images/backgrounds/BG_CH6_RIVERSIDE_OBSERVATION_HUT_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","窓の外を見る","継続"
"CH06","Scene03","川を見る小屋","16","narration","","","事故、観測小屋、白い女性の目撃談は、同じ川辺へ集まっていた。","assets/images/backgrounds/BG_CH6_RIVERSIDE_OBSERVATION_HUT_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","三つの資料を短く重ねる","継続"
"CH06","Scene03","川を見る小屋","17","narration","","","だが、それだけでは互いの因果を示せない。","assets/images/backgrounds/BG_CH6_RIVERSIDE_OBSERVATION_HUT_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","断定を避ける","継続"
"CH06","Scene03","川を見る小屋","18","dialogue","直人","","「雑誌の記事は1988年です。1996年の話より前になる」","assets/images/backgrounds/BG_CH6_RIVERSIDE_OBSERVATION_HUT_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","年代へ気づく","継続"
"CH06","Scene03","川を見る小屋","19","dialogue","菊池","","「先に目撃談があったなら、1996年の記録の見方も変わります」","assets/images/backgrounds/BG_CH6_RIVERSIDE_OBSERVATION_HUT_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","次の資料を示す","継続"
"CH06","Scene03","川を見る小屋","20","direction","","","3人は再び菊池探偵事務所へ戻った。","assets/images/backgrounds/BG_CH6_RIVERSIDE_OBSERVATION_HUT_DAY.png","ENV_CH1_RIVERSIDE_SUMMER","BGM_CH3_OBSERVATION","","day","環境音を停止して短い暗転","BGMをフェードアウト"
"CH06","Scene04","書かれた女","1","direction","","","同日・夕方","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","探偵事務所へ切替。既存夕方表現を適用","BGM_CH3_OBSERVATION.mp3を開始"
"CH06","Scene04","書かれた女","2","narration","","","机には、1996年の宿泊記録、通信ログ、四人の消息を伝える外部記録が並んでいた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","三資料を示す","継続"
"CH06","Scene04","書かれた女","3","document","","","DOC_CH4_1996_CURSED_LETTER_BBS_LOG.png","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","保存通信ログを表示","継続"
"CH06","Scene04","書かれた女","4","narration","","","山荘を利用した四人のうち一人が、古い便箋へ悪ふざけで文章を書いたと記録されている。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","必要箇所だけ示す","継続"
"CH06","Scene04","書かれた女","5","narration","","","内容は、川辺の白い服を着た髪の長い女性に関するものだった。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","文章の概要に留める","継続"
"CH06","Scene04","書かれた女","6","dialogue","直人","","「翌日、書かれた姿に似た女性を川辺で見た」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","ログの続きへ視線を移す","継続"
"CH06","Scene04","書かれた女","7","dialogue","菊池","","「誰が書き、誰が見たかは、この記録だけでは絞れません」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","個人を補わない","継続"
"CH06","Scene04","書かれた女","8","narration","","","一致を気味悪がるやり取りの中に、「呪いの便箋」という言葉が残っていた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","呼称を示す","継続"
"CH06","Scene04","書かれた女","9","dialogue","直人","","「少なくとも、この時にはそう呼ばれていた」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","記録上の事実を確認","継続"
"CH06","Scene04","書かれた女","10","dialogue","菊池","","「ただし、最初に誰が呼んだかまでは分からない」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","起点を断定しない","継続"
"CH06","Scene04","書かれた女","11","narration","","","山添の父の記録にも、同じ時期に白い女性らしき姿を見たという短い記述があった。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","父の記録を別に示す","継続"
"CH06","Scene04","書かれた女","12","dialogue","山添","","「父も、見たんですか」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","記録を見つめる","継続"
"CH06","Scene04","書かれた女","13","dialogue","菊池","","「そう書いてあります。若者の文章が原因だとは書かれていません」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","因果を切り分ける","継続"
"CH06","Scene04","書かれた女","14","dialogue","直人","","「1988年にも似た目撃談がある。文章が最初とは言えないですね」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","年代を並べる","継続"
"CH06","Scene04","書かれた女","15","narration","","","1996年の書き込みと目撃は一致していた。だが、白い女性の話は八年前にも存在していた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","年代差を表示","継続"
"CH06","Scene04","書かれた女","16","document","","","DOC_CH4_1996_FOUR_MISSING_NEWSPAPER_CLIPPING.png","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","消息不明記事を表示","継続"
"CH06","Scene04","書かれた女","17","narration","","","四人が後に消息不明になったことは確認できる。失踪した日も場所も、この資料だけでは一つに結べない。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","既知情報を短く確認","継続"
"CH06","Scene04","書かれた女","18","dialogue","菊池","","「直接的な原因ではありませんが、便箋が根拠を示すものとは思えません。」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","記事を通信ログから離す","継続"
"CH06","Scene04","書かれた女","19","dialogue","山添","","「それでも父は、この後も便箋のことを調べていた」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","父の資料を見る","継続"
"CH06","Scene04","書かれた女","20","narration","","","1996年の資料の後ろには、さらに古い土地関係の記録が綴じられていた。","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","古い束へ移る","継続"
"CH06","Scene04","書かれた女","21","dialogue","直人","","「日付は、バブル期です」","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","年代を確認","継続"
"CH06","Scene04","書かれた女","22","direction","","","――","assets/images/backgrounds/BG_CH3_KIKUCHI_DETECTIVE_OFFICE_INTERIOR_DAY.png","","BGM_CH3_OBSERVATION","","evening","短い暗転","BGMをフェードアウト"
"CH06","Scene05","戻されたもの","1","direction","","","暴露当日・会社","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","会社背景へ切替","BGM_CH2_EVERYDAY_UNEASE.mp3を開始"
"CH06","Scene05","戻されたもの","2","narration","","","朝十時を過ぎて、上司はいつものように遅れて出社した。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","時計から入口へ視線を移す","継続"
"CH06","Scene05","戻されたもの","3","dialogue","上司","","「おはよう」","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","女性社員へ普段どおり声をかける","継続"
"CH06","Scene05","戻されたもの","4","narration","","","返事は小さく、近くで交わされていた会話も途切れた。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","社内の空気を止める","継続"
"CH06","Scene05","戻されたもの","5","narration","","","上司が歩くたび、冷たい視線だけがその背中を追った。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","周囲の人物名は出さない","継続"
"CH06","Scene05","戻されたもの","6","narration","","","理由が分からないまま自席へ着き、上司はメールボックスを開いた。","assets/images/backgrounds/BG_CH5_KAZUHIKO_OFFICE_DESK_DAY.png","","BGM_CH2_EVERYDAY_UNEASE","","day","PC画面は具体化しない","継続"
